Year,Month,Day,Hour,EnergyUse,temp
2020,9,26,1,91.14,62.8
2020,9,26,2,82.32,62
2020,9,26,3,78.54,62
2020,9,26,4,86.1,62
2020,9,26,5,87.78,62
2020,9,26,6,85.68,62
2020,9,26,7,75.6,62.1
2020,9,26,8,71.4,64.1
2020,9,26,9,62.58,64.4
2020,9,26,10,28.98,68.2
2020,9,26,11,10.08,73.1
2020,9,26,12,33.6,73.1
2020,9,26,13,69.72,72.2
2020,9,26,14,25.2,74.1
2020,9,26,15,82.74,73.4
2020,9,26,16,73.08,74.1
2020,9,26,17,77.28,74
2020,9,26,18,88.62,71.9
2020,9,26,19,94.08,70
2020,9,26,20,90.3,68
2020,9,26,21,89.04,66.8
2020,9,26,22,89.46,65.1
2020,9,26,23,90.3,64.3
2020,9,27,0,93.66,64.3
2020,9,27,1,82.74,65.1
2020,9,27,2,89.46,65.1
2020,9,27,3,98.7,65.1
2020,9,27,4,85.68,65.1
2020,9,27,5,86.94,65.1
2020,9,27,6,90.72,65.1
2020,9,27,7,85.26,66
2020,9,27,8,76.02,66.9
2020,9,27,9,52.08,69.3
2020,9,27,10,31.5,71.3
2020,9,27,11,33.6,73.2
2020,9,27,12,11.76,75
2020,9,27,13,40.74,76
2020,9,27,14,80.22,77.1
2020,9,27,15,55.02,77.1
2020,9,27,16,72.24,77
2020,9,27,17,93.66,75.8
2020,9,27,18,105.42,73.9
2020,9,27,19,103.74,71.1
2020,9,27,20,88.2,71.1
2020,9,27,21,97.86,70.1
2020,9,27,22,88.2,70.1
2020,9,27,23,93.24,69.3
2020,9,28,0,99.12,70.1
2020,9,28,1,103.32,70.1
2020,9,28,2,94.5,69.3
2020,9,28,3,90.3,70
2020,9,28,4,91.98,69.1
2020,9,28,5,97.02,69.1
2020,9,28,6,91.14,68
2020,9,28,7,103.74,68.1
2020,9,28,8,103.74,69.2
2020,9,28,9,96.18,70.3
2020,9,28,10,72.66,72.1
2020,9,28,11,89.88,74.2
2020,9,28,12,45.78,76
2020,9,28,13,57.54,79.1
2020,9,28,14,63.42,80.1
2020,9,28,15,78.12,81
2020,9,28,16,73.5,80.1
2020,9,28,17,96.18,77
2020,9,28,18,107.52,74.8
2020,9,28,19,93.24,71.8
2020,9,28,20,102.48,70
2020,9,28,21,90.3,69.1
2020,9,28,22,84,66.9
2020,9,28,23,90.72,66
2020,9,29,0,81.9,65.1
2020,9,29,1,82.74,65.1
2020,9,29,2,82.74,64.3
2020,9,29,3,89.04,64.2
2020,9,29,4,81.9,64.3
2020,9,29,5,81.9,65.2
2020,9,29,6,101.22,65.2
2020,9,29,7,89.88,66.1
2020,9,29,8,113.82,68.1
2020,9,29,9,95.34,70.1
2020,9,29,10,120.96,71.5
2020,9,29,11,92.4,71.2
2020,9,29,12,121.8,72.1
2020,9,29,13,125.16,72.2
2020,9,29,14,91.56,74
2020,9,29,15,125.58,71.4
2020,9,29,16,108.36,71.1
2020,9,29,17,98.7,71.1
2020,9,29,18,94.92,70.1
2020,9,29,19,88.62,69.3
2020,9,29,20,99.54,70.1
2020,9,29,21,100.38,70.2
2020,9,29,22,98.28,71.1
2020,9,29,23,94.5,71.1
2020,9,30,0,92.4,71
2020,9,30,1,104.16,70.7
2020,9,30,2,88.2,60.3
2020,9,30,3,77.28,59.1
2020,9,30,4,79.38,57.9
2020,9,30,5,78.12,57.9
2020,9,30,6,78.96,57
2020,9,30,7,84,56.1
2020,9,30,8,65.52,57.8
2020,9,30,9,42.84,60.3
2020,9,30,10,36.96,61.3
2020,9,30,11,30.24,63.2
2020,9,30,12,47.46,64.5
2020,9,30,13,21.42,67.1
2020,9,30,14,27.3,67.2
2020,9,30,15,29.82,69.3
2020,9,30,16,30.66,68.2
2020,9,30,17,52.08,67
2020,9,30,18,74.34,63
2020,9,30,19,78.54,59.2
2020,9,30,20,78.54,60.1
2020,9,30,21,77.28,57.9
2020,9,30,22,80.22,57.8
2020,9,30,23,77.7,57
2020,10,1,0,78.54,56.9
2020,10,1,1,78.12,56.1
2020,10,1,2,77.7,54.2
2020,10,1,3,81.06,55.2
2020,10,1,4,77.28,54.1
2020,10,1,5,81.06,54.1
2020,10,1,6,79.38,53.3
2020,10,1,7,81.06,56.1
2020,10,1,8,61.74,60.4
2020,10,1,9,46.62,64.4
2020,10,1,10,17.64,67.1
2020,10,1,11,43.26,68.3
2020,10,1,12,36.96,69.3
2020,10,1,13,24.78,69.3
2020,10,1,14,52.08,67.1
2020,10,1,15,70.56,66.4
2020,10,1,16,80.64,66.2
2020,10,1,17,69.72,65.2
2020,10,1,18,73.08,63
2020,10,1,19,79.38,62.9
2020,10,1,20,76.44,62.1
2020,10,1,21,78.54,61.2
2020,10,1,22,78.12,61.2
2020,10,1,23,77.28,57.3
2020,10,2,0,76.86,55.5
2020,10,2,1,77.28,55.4
2020,10,2,2,78.54,55.3
2020,10,2,3,76.86,55.2
2020,10,2,4,77.7,54.1
2020,10,2,5,78.54,54.1
2020,10,2,6,78.54,54.1
2020,10,2,7,84,54
2020,10,2,8,86.1,54
2020,10,2,9,88.2,54
2020,10,2,10,81.06,55.2
2020,10,2,11,40.74,57.9
2020,10,2,12,13.86,61.4
2020,10,2,13,1.26,62.4
2020,10,2,14,19.32,65.2
2020,10,2,15,8.4,65.1
2020,10,2,16,16.8,65.2
2020,10,2,17,42.84,64.2
2020,10,2,18,71.4,61.9
2020,10,2,19,81.9,57.8
2020,10,2,20,91.14,55.2
2020,10,2,21,81.9,55.1
2020,10,2,22,105,52.1
2020,10,2,23,113.82,50.1
2020,10,3,0,104.58,48
2020,10,3,1,130.2,48
2020,10,3,2,120.54,48
2020,10,3,3,118.02,47.1
2020,10,3,4,125.58,47
2020,10,3,5,126,46.4
2020,10,3,6,134.82,45.1
2020,10,3,7,119.28,48
2020,10,3,8,64.26,51.4
2020,10,3,9,15.96,55.4
2020,10,3,10,8.4,58.1
2020,10,3,11,0,61.3
2020,10,3,12,0,62.4
2020,10,3,13,0,63.3
2020,10,3,14,0.42,64.4
2020,10,3,15,9.24,65.1
2020,10,3,16,10.08,64.3
2020,10,3,17,48.3,63.1
2020,10,3,18,75.6,58.7
2020,10,3,19,91.98,54.9
2020,10,3,20,118.02,51.9
2020,10,3,21,112.14,48.8
2020,10,3,22,133.14,48.7
2020,10,3,23,118.44,47
2020,10,4,0,131.88,46.1
2020,10,4,1,136.08,44.9
2020,10,4,2,142.8,44
2020,10,4,3,139.44,44.8
2020,10,4,4,144.48,43.1
2020,10,4,5,145.74,44.8
2020,10,4,6,148.26,44
2020,10,4,7,127.26,46.9
2020,10,4,8,76.86,53.1
2020,10,4,9,21.42,59.1
2020,10,4,10,3.78,63.2
2020,10,4,11,21.84,64.3
2020,10,4,12,17.64,63.5
2020,10,4,13,21,66.1
2020,10,4,14,17.22,65.2
2020,10,4,15,12.6,65.2
2020,10,4,16,19.32,65.1
2020,10,4,17,52.08,62.2
2020,10,4,18,72.66,58.9
2020,10,4,19,78.96,57.7
2020,10,4,20,77.28,56.8
2020,10,4,21,78.12,55.9
2020,10,4,22,92.82,55.1
2020,10,4,23,86.1,55
2020,10,5,0,80.22,53.9
2020,10,5,1,101.22,51.3
2020,10,5,2,104.58,50.1
2020,10,5,3,108.78,50.1
2020,10,5,4,116.76,48
2020,10,5,5,123.48,48.8
2020,10,5,6,118.44,50
2020,10,5,7,105.84,51.3
2020,10,5,8,64.68,56.1
2020,10,5,9,35.28,62.2
2020,10,5,10,7.14,64.3
2020,10,5,11,36.12,64.3
2020,10,5,12,59.22,64.3
2020,10,5,13,21,66.9
2020,10,5,14,2.1,68.1
2020,10,5,15,22.68,66.1
2020,10,5,16,44.94,66.1
2020,10,5,17,67.2,65.1
2020,10,5,18,81.06,62.9
2020,10,5,19,80.64,60
2020,10,5,20,84.84,56.1
2020,10,5,21,81.06,53.4
2020,10,5,22,84.84,52.4
2020,10,5,23,81.48,51.5
2020,10,6,0,89.46,50.3
2020,10,6,1,90.3,50
2020,10,6,2,100.38,48.9
2020,10,6,3,98.7,48.8
2020,10,6,4,104.16,46.4
2020,10,6,5,102.9,45.1
2020,10,6,6,107.52,45.1
2020,10,6,7,113.82,46.2
2020,10,6,8,119.28,53.2
2020,10,6,9,52.92,57.3
2020,10,6,10,5.88,62.4
2020,10,6,11,14.28,65.9
2020,10,6,12,19.32,65.4
2020,10,6,13,34.02,66.2
2020,10,6,14,29.4,68.2
2020,10,6,15,26.88,68.2
2020,10,6,16,32.34,68.1
2020,10,6,17,58.38,65.1
2020,10,6,18,74.76,62.1
2020,10,6,19,78.12,61
2020,10,6,20,76.86,58.9
2020,10,6,21,76.86,57
2020,10,6,22,77.7,56.1
2020,10,6,23,77.7,55.3
2020,10,7,0,77.28,56.2
2020,10,7,1,80.64,56.1
2020,10,7,2,76.86,55.8
2020,10,7,3,78.12,52.4
2020,10,7,4,76.44,52.3
2020,10,7,5,84.42,53.2
2020,10,7,6,78.12,55.2
2020,10,7,7,83.16,56.9
2020,10,7,8,76.44,60.2
2020,10,7,9,53.76,65.2
2020,10,7,10,16.8,69.3
2020,10,7,11,28.14,71.3
2020,10,7,12,5.88,75
2020,10,7,13,29.82,75.1
2020,10,7,14,24.78,76
2020,10,7,15,56.28,76
2020,10,7,16,92.4,75
2020,10,7,17,84.42,74
2020,10,7,18,95.76,70.3
2020,10,7,19,81.48,69.2
2020,10,7,20,85.26,68
2020,10,7,21,84.84,66.9
2020,10,7,22,77.7,65.1
2020,10,7,23,78.96,62.1
2020,10,8,0,80.22,60.1
2020,10,8,1,82.32,57.8
2020,10,8,2,83.16,56.9
2020,10,8,3,73.5,56.1
2020,10,8,4,77.28,54
2020,10,8,5,76.02,53.9
2020,10,8,6,92.82,53
2020,10,8,7,87.36,53
2020,10,8,8,62.58,55.4
2020,10,8,9,35.28,58.1
2020,10,8,10,15.12,60.4
2020,10,8,11,5.88,62.3
2020,10,8,12,22.68,64.3
2020,10,8,13,30.24,64.3
2020,10,8,14,22.26,65.1
2020,10,8,15,11.34,62.4
2020,10,8,16,58.38,63.1
2020,10,8,17,61.74,61.2
2020,10,8,18,70.56,56.1
2020,10,8,19,78.12,53.1
2020,10,8,20,86.52,51.9
2020,10,8,21,94.08,49.9
2020,10,8,22,97.02,47
2020,10,8,23,104.58,45
2020,10,9,0,109.62,44.9
2020,10,9,1,111.72,44
2020,10,9,2,108.78,42.3
2020,10,9,3,109.2,43.2
2020,10,9,4,110.46,43.2
2020,10,9,5,110.04,43.2
2020,10,9,6,115.5,42.3
2020,10,9,7,165.48,46.1
2020,10,9,8,136.08,52.2
2020,10,9,9,60.48,56.4
2020,10,9,10,21.84,61.5
2020,10,9,11,4.2,64.5
2020,10,9,12,0,67.1
2020,10,9,13,0,68.3
2020,10,9,14,0,69.5
2020,10,9,15,8.4,70.3
2020,10,9,16,28.14,69.4
2020,10,9,17,52.92,66.1
2020,10,9,18,72.66,63.9
2020,10,9,19,70.98,61
2020,10,9,20,73.92,58.9
2020,10,9,21,73.08,57.7
2020,10,9,22,76.02,56.9
2020,10,9,23,76.86,55.2
2020,10,10,0,95.76,55.1
2020,10,10,1,81.06,54.1
2020,10,10,2,85.26,56
2020,10,10,3,81.9,56
2020,10,10,4,83.58,55.2
2020,10,10,5,89.46,55.2
2020,10,10,6,104.58,53.2
2020,10,10,7,84,55.3
2020,10,10,8,63.42,59
2020,10,10,9,37.38,62.1
2020,10,10,10,26.88,64.1
2020,10,10,11,14.28,65.2
2020,10,10,12,11.76,67
2020,10,10,13,13.86,68.2
2020,10,10,14,3.36,71.2
2020,10,10,15,24.78,71
2020,10,10,16,40.74,70.9
2020,10,10,17,72.66,69.9
2020,10,10,18,70.14,67.8
2020,10,10,19,79.8,65.8
2020,10,10,20,82.74,65.8
2020,10,10,21,76.86,65.8
2020,10,10,22,88.62,65
2020,10,10,23,83.58,64.2
2020,10,11,0,76.44,64.1
2020,10,11,1,81.9,62.9
2020,10,11,2,83.58,62.1
2020,10,11,3,78.54,61.2
2020,10,11,4,73.5,60.4
2020,10,11,5,84,61.2
2020,10,11,6,75.6,60.1
2020,10,11,7,70.56,59.1
2020,10,11,8,55.02,64.1
2020,10,11,9,56.7,64.3
2020,10,11,10,42.42,64.3
2020,10,11,11,39.9,65.2
2020,10,11,12,40.32,65.9
2020,10,11,13,54.6,65.1
2020,10,11,14,59.22,63.1
2020,10,11,15,64.68,63.1
2020,10,11,16,65.94,62.1
2020,10,11,17,71.4,62.1
2020,10,11,18,73.5,61.9
2020,10,11,19,76.86,59.1
2020,10,11,20,78.12,57.9
2020,10,11,21,81.48,57.9
2020,10,11,22,81.9,57.8
2020,10,11,23,79.8,57
2020,10,12,0,87.36,56.9
2020,10,12,1,84.84,56.1
2020,10,12,2,89.88,55.1
2020,10,12,3,85.68,53.1
2020,10,12,4,103.32,53
2020,10,12,5,106.68,52.1
2020,10,12,6,101.22,52.1
2020,10,12,7,119.7,51.2
2020,10,12,8,77.7,51.3
2020,10,12,9,112.98,52.1
2020,10,12,10,111.72,52.2
2020,10,12,11,61.74,53.1
2020,10,12,12,72.24,53.2
2020,10,12,13,77.7,53.1
2020,10,12,14,81.48,53.1
2020,10,12,15,90.72,53.2
2020,10,12,16,75.18,53.2
2020,10,12,17,104.16,53.2
2020,10,12,18,112.14,53.3
2020,10,12,19,108.36,54.2
2020,10,12,20,99.12,55.1
2020,10,12,21,106.68,55.3
2020,10,12,22,78.54,55.3
2020,10,12,23,96.6,56.1
2020,10,13,0,100.38,56.2
2020,10,13,1,105,56.1
2020,10,13,2,73.92,54.1
2020,10,13,3,108.36,53.3
2020,10,13,4,107.94,53.3
2020,10,13,5,100.38,54.4
2020,10,13,6,107.1,53.2
2020,10,13,7,120.54,53.2
2020,10,13,8,109.62,54.1
2020,10,13,9,68.88,57.1
2020,10,13,10,60.06,57.9
2020,10,13,11,63.84,60.2
2020,10,13,12,50.82,61.1
2020,10,13,13,51.66,61.2
2020,10,13,14,63.42,61.2
2020,10,13,15,63.84,61.2
2020,10,13,16,58.8,61.2
2020,10,13,17,64.26,61.2
2020,10,13,18,76.02,60.3
2020,10,13,19,85.26,60.3
2020,10,13,20,77.7,57.9
2020,10,13,21,83.58,57
2020,10,13,22,78.54,55.2
2020,10,13,23,81.06,54.1
2020,10,14,0,110.88,53.1
2020,10,14,1,122.22,52.1
2020,10,14,2,131.46,51.1
2020,10,14,3,126.84,50
2020,10,14,4,133.56,47.9
2020,10,14,5,142.38,44.3
2020,10,14,6,161.7,45
2020,10,14,7,133.14,45.2
2020,10,14,8,118.86,50.4
2020,10,14,9,45.36,56.3
2020,10,14,10,11.34,61.2
2020,10,14,11,0,64.3
2020,10,14,12,0,66.1
2020,10,14,13,1.26,67.1
2020,10,14,14,3.78,68.2
2020,10,14,15,22.26,69.3
2020,10,14,16,39.48,68.2
2020,10,14,17,61.32,66
2020,10,14,18,79.8,61.8
2020,10,14,19,80.64,59.8
2020,10,14,20,86.94,58.5
2020,10,14,21,78.96,53.8
2020,10,14,22,101.22,52
2020,10,14,23,129.36,52.2
2020,10,15,0,127.68,50.3
2020,10,15,1,107.94,50.2
2020,10,15,2,129.78,51.2
2020,10,15,3,132.72,50.1
2020,10,15,4,136.08,49.2
2020,10,15,5,141.96,50.1
2020,10,15,6,147.42,50.1
2020,10,15,7,118.02,52.1
2020,10,15,8,97.44,57.1
2020,10,15,9,37.8,62.3
2020,10,15,10,17.64,67
2020,10,15,11,3.78,70.3
2020,10,15,12,3.78,73.2
2020,10,15,13,3.78,72.2
2020,10,15,14,20.16,74.1
2020,10,15,15,37.8,74.1
2020,10,15,16,39.48,72.1
2020,10,15,17,64.68,69.2
2020,10,15,18,83.16,66
2020,10,15,19,79.8,63.2
2020,10,15,20,78.54,63.1
2020,10,15,21,81.06,62.1
2020,10,15,22,77.7,61.3
2020,10,15,23,88.2,60.4
2020,10,16,0,83.16,60.4
2020,10,16,1,84,61.2
2020,10,16,2,81.06,61.2
2020,10,16,3,83.16,61.3
2020,10,16,4,79.38,61.3
2020,10,16,5,82.74,61.2
2020,10,16,6,89.04,61.1
2020,10,16,7,98.28,60.2
2020,10,16,8,104.16,57
2020,10,16,9,98.28,54.1
2020,10,16,10,103.32,54
2020,10,16,11,105,53.1
2020,10,16,12,79.8,52.1
2020,10,16,13,99.96,51.4
2020,10,16,14,110.04,51.3
2020,10,16,15,97.86,51.3
2020,10,16,16,75.6,52.1
2020,10,16,17,81.9,52
2020,10,16,18,93.66,52.9
2020,10,16,19,102.06,51.2
2020,10,16,20,113.4,51.2
2020,10,16,21,98.7,50.1
2020,10,16,22,125.58,50
2020,10,16,23,108.78,50
2020,10,17,0,122.22,48.8
2020,10,17,1,120.96,48
2020,10,17,2,145.74,47.1
2020,10,17,3,139.02,46.2
2020,10,17,4,140.28,45
2020,10,17,5,143.64,43.1
2020,10,17,6,170.1,42.2
2020,10,17,7,132.3,42.3
2020,10,17,8,145.32,45.2
2020,10,17,9,63.84,50.1
2020,10,17,10,32.34,52.3
2020,10,17,11,25.2,54.2
2020,10,17,12,12.6,56.3
2020,10,17,13,9.24,57.2
2020,10,17,14,17.64,58.1
2020,10,17,15,18.9,59.2
2020,10,17,16,36.54,58
2020,10,17,17,84,57
2020,10,17,18,112.98,53.4
2020,10,17,19,131.04,47.6
2020,10,17,20,146.58,44.8
2020,10,17,21,150.36,42.1
2020,10,17,22,168.84,40.9
2020,10,17,23,165.48,38.1
2020,10,18,0,169.68,38
2020,10,18,1,159.18,36.1
2020,10,18,2,181.86,36
2020,10,18,3,161.7,35.1
2020,10,18,4,179.76,35
2020,10,18,5,178.5,34.1
2020,10,18,6,188.58,34.2
2020,10,18,7,174.3,37
2020,10,18,8,136.08,43
2020,10,18,9,80.64,51.4
2020,10,18,10,31.92,57.2
2020,10,18,11,3.78,59.3
2020,10,18,12,20.16,64.1
2020,10,18,13,27.3,65
2020,10,18,14,19.74,64.2
2020,10,18,15,8.82,64.2
2020,10,18,16,43.26,61.2
2020,10,18,17,65.52,59.1
2020,10,18,18,76.86,56.1
2020,10,18,19,102.9,55.1
2020,10,18,20,85.68,53.1
2020,10,18,21,115.08,51.1
2020,10,18,22,124.32,50
2020,10,18,23,137.76,49.9
2020,10,19,0,127.68,48.8
2020,10,19,1,151.62,47.9
2020,10,19,2,127.68,47.8
2020,10,19,3,125.16,47.9
2020,10,19,4,147,47
2020,10,19,5,139.86,45
2020,10,19,6,159.18,46.1
2020,10,19,7,141.54,47.1
2020,10,19,8,127.68,53
2020,10,19,9,63.84,58
2020,10,19,10,38.22,61.3
2020,10,19,11,13.02,64.3
2020,10,19,12,20.58,65.1
2020,10,19,13,32.34,66.9
2020,10,19,14,52.08,67
2020,10,19,15,29.82,67
2020,10,19,16,54.6,65.3
2020,10,19,17,72.24,65
2020,10,19,18,82.74,62
2020,10,19,19,78.96,59.1
2020,10,19,20,84.84,57
2020,10,19,21,89.88,57
2020,10,19,22,83.16,57
2020,10,19,23,92.82,54.1
2020,10,20,0,75.18,55.2
2020,10,20,1,102.9,53.2
2020,10,20,2,84.42,53.4
2020,10,20,3,105.84,55.3
2020,10,20,4,97.44,56.2
2020,10,20,5,81.06,57.1
2020,10,20,6,79.38,57.1
2020,10,20,7,94.5,57.1
2020,10,20,8,96.18,59.1
2020,10,20,9,71.82,62.9
2020,10,20,10,54.18,63.2
2020,10,20,11,60.48,64.6
2020,10,20,12,58.8,66.2
2020,10,20,13,64.26,68.2
2020,10,20,14,24.36,69.6
2020,10,20,15,36.96,70.4
2020,10,20,16,74.34,69.5
2020,10,20,17,84,66.1
2020,10,20,18,82.74,64.2
2020,10,20,19,76.86,61.2
2020,10,20,20,76.86,60.9
2020,10,20,21,74.76,60.2
2020,10,20,22,76.02,59.8
2020,10,20,23,84.42,60.9
2020,10,21,0,83.58,60
2020,10,21,1,74.76,60
2020,10,21,2,75.18,60
2020,10,21,3,81.48,60
2020,10,21,4,74.34,60
2020,10,21,5,86.94,60
2020,10,21,6,87.78,58.9
2020,10,21,7,86.94,59
2020,10,21,8,83.16,59.1
2020,10,21,9,84,60.3
2020,10,21,10,64.68,62.2
2020,10,21,11,88.62,62.5
2020,10,21,12,63.42,65.4
2020,10,21,13,55.44,67.3
2020,10,21,14,67.2,70.5
2020,10,21,15,73.92,74
2020,10,21,16,89.46,72.2
2020,10,21,17,74.76,70.2
2020,10,21,18,91.98,66.9
2020,10,21,19,83.58,65.1
2020,10,21,20,82.32,65
2020,10,21,21,92.82,62.3
2020,10,21,22,83.58,62.1
2020,10,21,23,78.54,61.2
2020,10,22,0,81.48,60.3
2020,10,22,1,81.9,61.1
2020,10,22,2,78.12,59.1
2020,10,22,3,84.42,59.2
2020,10,22,4,77.7,60.9
2020,10,22,5,75.18,60.9
2020,10,22,6,84,61
2020,10,22,7,81.48,62.1
2020,10,22,8,83.16,62.2
2020,10,22,9,91.14,63.1
2020,10,22,10,86.1,64.2
2020,10,22,11,76.44,65.9
2020,10,22,12,90.3,68
2020,10,22,13,76.86,68.3
2020,10,22,14,69.72,70.4
2020,10,22,15,58.8,71.4
2020,10,22,16,64.68,73.1
2020,10,22,17,86.52,69.2
2020,10,22,18,96.18,67.8
2020,10,22,19,91.14,65.9
2020,10,22,20,88.2,65.8
2020,10,22,21,89.46,65
2020,10,22,22,86.52,64.2
2020,10,22,23,88.62,64.1
2020,10,23,0,89.04,63
2020,10,23,1,86.94,63
2020,10,23,2,83.16,62.1
2020,10,23,3,80.64,61.2
2020,10,23,4,85.26,62.1
2020,10,23,5,81.48,62.1
2020,10,23,6,89.04,62.1
2020,10,23,7,76.86,61.2
2020,10,23,8,81.06,62.2
2020,10,23,9,70.98,63.1
2020,10,23,10,91.14,63.1
2020,10,23,11,67.2,64.3
2020,10,23,12,38.22,66
2020,10,23,13,28.56,66.9
2020,10,23,14,78.96,67.1
2020,10,23,15,60.48,69.3
2020,10,23,16,57.12,69.3
2020,10,23,17,84.84,65.3
2020,10,23,18,79.38,63.2
2020,10,23,19,78.96,64.2
2020,10,23,20,81.06,64.1
2020,10,23,21,76.86,62.1
2020,10,23,22,81.48,62.1
2020,10,23,23,79.8,62.1
2020,10,24,0,79.38,62.1
2020,10,24,1,78.12,62.1
2020,10,24,2,80.22,62.1
2020,10,24,3,77.28,62.1
2020,10,24,4,79.38,62.1
2020,10,24,5,83.58,62.1
2020,10,24,6,92.4,61.1
2020,10,24,7,72.24,61.1
2020,10,24,8,68.46,62.1
2020,10,24,9,59.64,62.1
2020,10,24,10,57.96,64.1
2020,10,24,11,44.52,66.9
2020,10,24,12,30.66,70.1
2020,10,24,13,38.64,72
2020,10,24,14,70.14,71.1
2020,10,24,15,62.16,67
2020,10,24,16,68.46,64.3
2020,10,24,17,66.36,62.1
2020,10,24,18,76.86,57.9
2020,10,24,19,86.1,55.2
2020,10,24,20,94.5,53.2
2020,10,24,21,96.6,50.1
2020,10,24,22,110.46,48.1
2020,10,24,23,120.54,47.1
2020,10,25,0,142.8,46.2
2020,10,25,1,126.84,45.2
2020,10,25,2,143.64,44.2
2020,10,25,3,145.32,42.5
2020,10,25,4,138.6,41.3
2020,10,25,5,149.52,42.3
2020,10,25,6,157.92,42.3
2020,10,25,7,146.58,43.2
2020,10,25,8,148.26,44.2
2020,10,25,9,95.76,47.1
2020,10,25,10,68.88,48.1
2020,10,25,11,62.58,50
2020,10,25,12,51.24,51
2020,10,25,13,71.82,50
2020,10,25,14,89.46,48.1
2020,10,25,15,133.56,46.4
2020,10,25,16,110.46,46.4
2020,10,25,17,136.08,46.3
2020,10,25,18,152.88,46.2
2020,10,25,19,150.78,46.1
2020,10,25,20,131.88,46.2
2020,10,25,21,147.42,46.3
2020,10,25,22,141.54,46.3
2020,10,25,23,153.72,46.3
2020,10,26,0,142.8,46.4
2020,10,26,1,151.2,47.2
2020,10,26,2,143.22,48.2
2020,10,26,3,112.56,49.1
2020,10,26,4,104.16,52.2
2020,10,26,5,120.54,53.1
2020,10,26,6,82.32,55
2020,10,26,7,141.54,55.1
2020,10,26,8,107.52,54.1
2020,10,26,9,107.94,55.3
2020,10,26,10,133.14,55.4
2020,10,26,11,97.44,56.4
2020,10,26,12,88.62,59.2
2020,10,26,13,71.82,60.3
2020,10,26,14,81.9,61.1
2020,10,26,15,81.06,61.2
2020,10,26,16,85.26,60.4
2020,10,26,17,75.18,60.3
2020,10,26,18,75.18,59.2
2020,10,26,19,74.76,59.2
2020,10,26,20,72.66,59.1
2020,10,26,21,75.6,58
2020,10,26,22,83.16,58
2020,10,26,23,75.6,58
2020,10,27,0,76.86,57.2
2020,10,27,1,75.6,57.2
2020,10,27,2,78.12,57.2
2020,10,27,3,95.34,57.1
2020,10,27,4,89.04,57
2020,10,27,5,72.66,56.1
2020,10,27,6,94.5,56.9
2020,10,27,7,96.6,55.1
2020,10,27,8,93.24,54
2020,10,27,9,114.66,53.2
2020,10,27,10,63.42,56.1
2020,10,27,11,25.2,59.1
2020,10,27,12,27.72,59.1
2020,10,27,13,32.34,58.2
2020,10,27,14,40.32,59.3
2020,10,27,15,71.82,58.1
2020,10,27,16,76.44,58.1
2020,10,27,17,89.04,57
2020,10,27,18,81.48,55.2
2020,10,27,19,112.98,54
2020,10,27,20,96.18,54.1
2020,10,27,21,84.42,54
2020,10,27,22,96.18,54
2020,10,27,23,104.58,53.2
2020,10,28,0,91.98,54
2020,10,28,1,127.26,53.1
2020,10,28,2,91.98,53.9
2020,10,28,3,93.24,53.2
2020,10,28,4,113.4,53.2
2020,10,28,5,91.98,53.2
2020,10,28,6,106.26,52.3
2020,10,28,7,112.56,51.8
2020,10,28,8,119.7,51.9
2020,10,28,9,130.2,52
2020,10,28,10,95.76,53.5
2020,10,28,11,90.3,54.5
2020,10,28,12,105.42,54.5
2020,10,28,13,82.74,54.4
2020,10,28,14,97.86,56.2
2020,10,28,15,91.14,57
2020,10,28,16,90.3,57.1
2020,10,28,17,82.74,57
2020,10,28,18,103.74,57
2020,10,28,19,96.6,57
2020,10,28,20,77.28,56.1
2020,10,28,21,81.9,56.1
2020,10,28,22,113.4,55.3
2020,10,28,23,77.7,54.2
2020,10,29,0,120.12,53.3
2020,10,29,1,100.38,53.3
2020,10,29,2,95.34,54.1
2020,10,29,3,108.36,54.1
2020,10,29,4,87.78,53.2
2020,10,29,5,119.7,53.1
2020,10,29,6,103.32,53.1
2020,10,29,7,92.82,52.1
2020,10,29,8,128.94,51.3
2020,10,29,9,117.6,51.2
2020,10,29,10,125.58,51.3
2020,10,29,11,147,50.2
2020,10,29,12,148.68,51.4
2020,10,29,13,137.76,50.3
2020,10,29,14,137.34,51.4
2020,10,29,15,139.02,51.3
2020,10,29,16,144.06,50.3
2020,10,29,17,130.62,49.1
2020,10,29,18,180.18,49
2020,10,29,19,164.64,48.1
2020,10,29,20,138.6,47.2
2020,10,29,21,177.66,47.1
2020,10,29,22,166.32,47.1
2020,10,29,23,159.6,47.1
2020,10,30,0,133.98,47.1
2020,10,30,1,177.24,46.2
2020,10,30,2,182.28,45.1
2020,10,30,3,150.36,45.1
2020,10,30,4,174.72,45
2020,10,30,5,179.34,44.1
2020,10,30,6,176.4,43.2
2020,10,30,7,162.54,42.2
2020,10,30,8,184.8,39.9
2020,10,30,9,202.02,39.8
2020,10,30,10,151.62,39
2020,10,30,11,174.72,39.1
2020,10,30,12,153.3,42.2
2020,10,30,13,133.98,44
2020,10,30,14,179.76,44.9
2020,10,30,15,158.34,46
2020,10,30,16,184.38,46
2020,10,30,17,230.58,46
2020,10,30,18,181.44,44.1
2020,10,30,19,217.14,42.2
2020,10,30,20,220.08,41.1
2020,10,30,21,234.78,39
2020,10,30,22,243.18,38.1
2020,10,30,23,247.8,36.1
2020,10,31,0,229.74,35.9
2020,10,31,1,247.38,35.1
2020,10,31,2,278.46,34.1
